Date,Open,High,Low,Close,Adj Close,Volume
2024-02-01 09:30:00-05:00,183.98500061035156,185.2100067138672,183.82000732421875,185.0211944580078,185.0211944580078,4158149
2024-02-01 09:35:00-05:00,185.02999877929688,185.33889770507812,184.75,185.15499877929688,185.15499877929688,1110219
2024-02-01 09:40:00-05:00,185.14999389648438,185.63999938964844,184.8708953857422,185.22000122070312,185.22000122070312,999866
2024-02-01 09:45:00-05:00,185.2100067138672,185.2261962890625,184.64999389648438,184.7949981689453,184.7949981689453,892673
2024-02-01 09:50:00-05:00,184.80999755859375,185.1999969482422,184.6199951171875,185.02999877929688,185.02999877929688,628925
2024-02-01 09:55:00-05:00,185.03399658203125,185.5,184.9550018310547,185.5,185.5,688633
2024-02-01 10:00:00-05:00,185.4600067138672,185.85000610351562,184.89999389648438,185.7899932861328,185.7899932861328,795126
2024-02-01 10:05:00-05:00,185.7949981689453,185.99000549316406,185.64999389648438,185.88999938964844,185.88999938964844,675234
2024-02-01 10:10:00-05:00,185.89999389648438,185.90199279785156,185.61000061035156,185.74200439453125,185.74200439453125,569548
2024-02-01 10:15:00-05:00,185.74000549316406,185.97999572753906,185.6699981689453,185.75999450683594,185.75999450683594,702334
2024-02-01 10:20:00-05:00,185.77000427246094,185.99000549316406,185.57000732421875,185.97999572753906,185.97999572753906,578602
2024-02-01 10:25:00-05:00,185.97500610351562,186.17999267578125,185.86000061035156,186.10499572753906,186.10499572753906,694514
2024-02-01 10:30:00-05:00,186.1199951171875,186.12890625,185.92999267578125,186.08999633789062,186.08999633789062,487618
2024-02-01 10:35:00-05:00,186.08999633789062,186.27999877929688,186.02999877929688,186.16000366210938,186.16000366210938,568193
2024-02-01 10:40:00-05:00,186.1636962890625,186.3000030517578,186.0,186.06500244140625,186.06500244140625,571483
2024-02-01 10:45:00-05:00,186.07000732421875,186.30999755859375,185.9949951171875,186.02000427246094,186.02000427246094,570242
2024-02-01 10:50:00-05:00,186.0113983154297,186.0399932861328,185.41000366210938,185.4499969482422,185.4499969482422,631796
2024-02-01 10:55:00-05:00,185.4600067138672,185.58999633789062,185.35000610351562,185.37060546875,185.37060546875,453637
2024-02-01 11:00:00-05:00,185.3699951171875,185.6199951171875,185.2899932861328,185.5399932861328,185.5399932861328,406715
2024-02-01 11:05:00-05:00,185.5449981689453,186.07000732421875,185.49009704589844,185.91009521484375,185.91009521484375,510793
2024-02-01 11:10:00-05:00,185.91000366210938,186.02999877929688,185.67999267578125,185.82000732421875,185.82000732421875,420944
2024-02-01 11:15:00-05:00,185.82000732421875,185.90499877929688,185.69000244140625,185.71859741210938,185.71859741210938,374275
2024-02-01 11:20:00-05:00,185.72000122070312,185.91000366210938,185.60000610351562,185.625,185.625,356376
2024-02-01 11:25:00-05:00,185.625,185.69000244140625,185.33999633789062,185.39500427246094,185.39500427246094,463910
2024-02-01 11:30:00-05:00,185.38999938964844,185.89500427246094,185.36000061035156,185.85000610351562,185.85000610351562,609021
2024-02-01 11:35:00-05:00,185.86000061035156,185.88800048828125,185.59500122070312,185.77999877929688,185.77999877929688,362843
2024-02-01 11:40:00-05:00,185.78050231933594,185.80999755859375,185.6300048828125,185.6649932861328,185.6649932861328,268224
2024-02-01 11:45:00-05:00,185.6649932861328,185.75,185.55999755859375,185.6649932861328,185.6649932861328,320952
2024-02-01 11:50:00-05:00,185.6699981689453,185.8686981201172,185.66000366210938,185.8459930419922,185.8459930419922,288395
2024-02-01 11:55:00-05:00,185.83999633789062,185.85499572753906,185.6199951171875,185.6820068359375,185.6820068359375,324646
2024-02-01 12:00:00-05:00,185.67999267578125,185.99000549316406,185.66000366210938,185.9199981689453,185.9199981689453,399453
2024-02-01 12:05:00-05:00,185.9199981689453,186.2949981689453,185.9199981689453,186.22500610351562,186.22500610351562,559343
2024-02-01 12:10:00-05:00,186.22500610351562,186.25,185.9600067138672,186.0050048828125,186.0050048828125,517563
2024-02-01 12:15:00-05:00,186.00999450683594,186.0800018310547,185.8800048828125,186.0399932861328,186.0399932861328,403896
2024-02-01 12:20:00-05:00,186.0500030517578,186.10000610351562,185.9499969482422,186.0800018310547,186.0800018310547,280774
2024-02-01 12:25:00-05:00,186.0800018310547,186.08009338378906,185.80999755859375,185.88999938964844,185.88999938964844,287345
2024-02-01 12:30:00-05:00,185.88999938964844,185.9199981689453,185.63999938964844,185.72000122070312,185.72000122070312,324804
2024-02-01 12:35:00-05:00,185.72500610351562,185.93629455566406,185.67999267578125,185.8690948486328,185.8690948486328,352590
2024-02-01 12:40:00-05:00,185.8699951171875,185.94000244140625,185.76499938964844,185.8249969482422,185.8249969482422,385377
2024-02-01 12:45:00-05:00,185.82000732421875,186.08999633789062,185.82000732421875,186.05819702148438,186.05819702148438,351113
2024-02-01 12:50:00-05:00,186.05999755859375,186.35000610351562,186.05499267578125,186.34500122070312,186.34500122070312,492468
2024-02-01 12:55:00-05:00,186.34500122070312,186.44000244140625,185.97999572753906,186.1199951171875,186.1199951171875,582255
2024-02-01 13:00:00-05:00,186.1300048828125,186.19000244140625,185.74099731445312,185.77999877929688,185.77999877929688,316644
2024-02-01 13:05:00-05:00,185.7899932861328,185.80499267578125,185.57000732421875,185.70579528808594,185.70579528808594,348948
2024-02-01 13:10:00-05:00,185.7053985595703,186.05999755859375,185.67999267578125,185.99000549316406,185.99000549316406,379574
